principio_ativo;nome_comercial;APRESENTAÇÃO
CETOPROFENO;FLAMADOR;150 MG COM LIB PROL CT BL AL PLAS PVC/PVDC OPC X 4
CETOPROFENO;FLAMADOR;150 MG COM LIB PROL CT BL AL PLAS PVC/PVDC OPC X 10
CETOPROFENO;FLAMADOR;150 MG COM LIB PROL CT BL AL PLAS PVC/PVDC OPC X 20
CETOPROFENO;FLAMADOR;150 MG COM LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30
CETOPROFENO;FLAMADOR;150 MG COM LIB PROL CT BL AL PLAS PVC/PVDC OPC X 60
CETOPROFENO;CETOPROFENO;100 MG COM REV LIB RETARD CT  BL AL PLAS PVC TRANS X 20
CETOPROFENO;CETOPROFENO;25 MG/G GEL CT BG AL X 30 G
CETOPROFENO;CETOPROFENO;50 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 24
CETOPROFENO;CETOPROFENO;20 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML
CETOPROFENO;PROFENID;50 MG CAP DURA CT BL AL PLAS TRANS X 24
CETOPROFENO;PROFENID;100 MG COM REV LIB RETARD CT BL AL PLAS TRANS X 20
CETOPROFENO;PROFENID;200 MG COM REV LIB RETARD CT BL AL PLAS TRANS X 10
CETOPROFENO;PROFENID;100 MG PO LIOF SOL INJ CX 50 FA VD TRANS
CETOPROFENO;PROFENID;50 MG/ML SOL INJ IM CX 6 AMP VD AMB X 2 ML
CETOPROFENO;PROFENID;20 MG/ML SOL OR CT FR CGT VD AMB X 20 ML
CETOPROFENO;PROFENID;25 MG/G GEL DERM CT BG AL X 30 G
CETOPROFENO;PROFENID;1 MG/ML XPE CT FR VD AMB X 150 ML + SER DOS
CETOPROFENO;PROFENID;150 MG COM LIB PROL CT BL AL PLAS TRANS X 10
CETOPROFENO;PROFENID;100 MG SUP RETAL CT STR AL/AL X 10
CETOPROFENO;PROFENID;150 MG COM LIB PROL CT BL AL PLAS TRANS X 4
CETOPROFENO;PROFENID;100 MG COM REV LIB RETARD CT BL AL PLAS TRANS X 3
CETOPROFENO;PROFENID;20 MG/ML SOL OR CT BG PLAS OPC GOT X 20 ML 
CETOPROFENO;PROFENID;200 MG COM REV LIB RETARD CT BL AL/AL X 10
CETOPROFENO;CETOPROFENO;150 MG COM LIB PROL CT BL AL PLAS TRANS X 10
"CETOPROFENO;OMEPRAZOL";PROFENID PROTECT;200 MG + 20 MG CAP DURA LIB PROL CT FR PLAS OPC BRANCO X 10 
CETOROLACO TROMETAMINA;ACULAR;5 MG/ML SOL OFT  CT FR GOT PLAS PE OPC X 5 ML
CETOROLACO TROMETAMINA;ACULAR;4 MG/ML SOL OFT  CT FR GOT  PLAS PE OPC  X 5 ML
CETOROLACO TROMETAMINA;ACULAR;4 MG/ML SOL OFT CT FR GOT PLAS PE OPC X 10 ML 
CETOROLACO TROMETAMINA;ACULAR;4.5 MG/ML SOL OFT CT 10 FLAC PLAS PEBD TRANS X 0.4 ML  
CETOROLACO TROMETAMINA;ACULAR;4.5 MG/ML SOL OFT CT 20 FLAC PLAS PEBD TRANS X 0.4 ML  
CETOROLACO TROMETAMINA;ACULAR;4.5 MG/ML SOL OFT  CT 30 FLAC PLAS PEBD TRANS X 0.4 ML  
CETOROLACO TROMETAMINA;TROMETAMOL CETOROLACO;5 MG/ML SOL GOT OFT CT FR GOT PLAS OPC X 5ML
CETOROLACO TROMETAMINA;TEROLAC;5 MG/ML SOL OFT CT FR GOT PLAS PEAD/PEBD OPC X 5 ML
CETOROLACO TROMETAMINA;TEROLAC;5 MG/ML SOL OFT CX 25 FR GOT PLAS PEAD/PEBD OPC X 5 ML
CETOROLACO TROMETAMINA;TEROLAC;5 MG/ML SOL OFT CX 50 FR GOT PLAS PEAD/PEBD OPC X 5 ML
CETOROLACO TROMETAMINA;TORADOL;30 MG/ML SOL INJ CT 10 AMP VD TRANS X 1 ML
CETOROLACO TROMETAMINA;DEOCIL;10 MG COM SUB-LING CT BL PVC ACLAR AL X 10
CETOROLACO TROMETAMINA;DEOCIL;10 MG COM SUB-LING CT BL PVC ACLAR AL X 30
CETOROLACO TROMETAMINA;CETROLAC;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML
CETOROLACO TROMETAMINA;CETROLAC;4 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML 
CETOROLACO TROMETAMINA;CETROLAC;30 MG/ML SOL INJ CT 10 AMP VD AMB X 1ML
CETOROLACO TROMETAMINA;CETROLAC;4 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML
CETOROLACO TROMETAMINA;CLILON;4 MG / ML SOL OFT CT FR GOT PLAS PEBD OPC X 5 ML
CETOROLACO TROMETAMINA;CLILON;4 MG / ML SOL OFT CT FR GOT PLAS PEBD OPC X 10 ML
CETOROLACO TROMETAMINA;CLILON;5 MG / ML SOL OFT CT FR GOT PLAS PEBD OPC X 5 ML
CETOROLACO TROMETAMINA;TROMETAMOL CETOROLACO;30 MG/ML SOL INJ IM/IV CX 3 AMP VD AMB X 1 ML
CETOROLACO TROMETAMINA;TROMETAMOL CETOROLACO;30 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 1 ML
CETOROLACO TROMETAMINA;TROMETAMOL CETOROLACO;30 MG/ML SOL INJ IM/IV CX 100 AMP VD AMB X 1 ML
CETOROLACO TROMETAMINA;TORAGESIC;30 MG/ML SOL INJ IM CT 3 AMP VD AMB X 1 ML
CETOROLACO TROMETAMINA;TORAGESIC;20 MG/ML SOL OR CT FR GOT VD AMB X 10 ML
CETOROLACO TROMETAMINA;TORAGESIC OFTA;5 MG/ML SOL GOT OFT CT FR GOT PLAS OPC X 5ML
CETOROLACO TROMETAMINA;TROMETAMOL CETOROLACO;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML
CETOROLACO TROMETAMINA;TROMETAMOL CETOROLACO;4 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML
CETOROLACO TROMETAMINA;OPTILAR;5 MG/ML SOL OFT EST CT FR GOT PLAS OPC X 5 ML 
CETOROLACO TROMETAMINA;OPTILAR;4 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML
CETOROLACO TROMETAMINA;CETOROLACO DE TROMETAMOL;5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML 
CETOROLACO TROMETAMINA;TROMETAMOL CETOROLACO;5 MG/ML SOL GOT OFT CT FR GOT PLAS OPC X 5ML
CETOROLACO TROMETAMINA;LEGRACE;5 MG/ML SOL GOT OFT CT FR GOT PLAS OPC X 5ML
CETOROLACO TROMETAMINA;SOFTALM;5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML
CETRIMIDA;ARTELAC;3.2 MG/ML SOL GOT OFT CT FR GOT PLAS PEAD OPC X 10 ML
CETUXIMABE;ERBITUX;5 MG/ML SOL INJ CT FA VD TRANS X 20 ML 
CETUXIMABE;ERBITUX;5 MG/ML SOL INJ CT FA VD TRANS X 100 ML  
CIANOCOBALAMINA;AMICORED;500 MCG/ML SOL INJ IM CX 50 AMP VD AMB X 2 ML
CIANOCOBALAMINA;AMICORED;2500 MCG/ML SOL INJ IM CX 50 AMP VD AMB X 2 ML  
CIANOCOBALAMINA;AMICORED;500 MCG/ML SOL INJ IM CT 1 AMP VD AMB X 2 ML
CIANOCOBALAMINA;AMICORED;500 MCG/ML SOL INJ IM CT 2 AMP VD AMB X 2 ML
CIANOCOBALAMINA;AMICORED;2500 MCG/ML SOL INJ IM CT 1 AMP VD AMB X 2 ML
CIANOCOBALAMINA;AMICORED;2500 MCG/ML SOL INJ IM CT 2 AMP VD AMB X 2 ML
"CIANOCOBALAMINA 0.1%;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;COLECALCIFEROL";DAMATER;CAP MOLE CT BL AL PLAS ACLAR TRANS X 20
"CIANOCOBALAMINA 0.1%;NITRATO DE TIAMINA;BETACAROTENO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;COLECALCIFEROL";DAMATER;CAP MOLE CT BL AL AL X 20
CICLESONIDA;ALVESCO;0.10 MG/DOSE SOL INAL CT FR AL/VAL DOS X 120 DOSES 
CICLESONIDA;ALVESCO;0.20 MG/DOSE SOL INAL CT FR AL/VAL DOS X 120 DOSES 
CICLESONIDA;OMNARIS;50 MCG/DOSE SUS NAS CT FR VD AMB SPR X 120
CICLESONIDA;OMNARIS;50 MCG/DOSE SUS NAS CT FR VD AMB SPR X 120
CICLOFOSFAMIDA MONOIDRATADA;GENUXAL;50 MG COM REV LIB RETARD CT BL AL/AL X 50
CICLOFOSFAMIDA MONOIDRATADA;GENUXAL;200 MG PO SOL INJ IV CX 10 FA VD TRANS X 20 ML (REST HOSP)
CICLOFOSFAMIDA MONOIDRATADA;GENUXAL;1000 MG PO SOL INJ IV CX 10 FA VD TRANS X 75 ML (REST HOSP)
CICLOFOSFAMIDA MONOIDRATADA;GENUXAL;1000 MG PO SOL INJ IV CX 1 FA VD TRANS X 75 ML (REST HOSP)
CICLOFOSFAMIDA MONOIDRATADA;GENUXAL;200 MG PO SOL INJ IV CX 1 FA VD TRANS X 20 ML (REST HOSP)
CICLOPIROX;MICOLAMINA;80 MG/G ESM DERM CT FR VD TRANS X 3 G
CICLOPIROX;MICOLAMINA;80 MG/G ESM DERM CT FR VD TRANS X 6 G
CICLOPIROX;MICOLAMINA;10 MG/ML SOL SPR DERM CT FR SPR PLAS PEAD OPC X 15 ML
CICLOPIROX;MICOLAMINA;10 MG/ML SOL SPR DERM CT FR SPR PLAS PEAD OPC X 30 ML 
CICLOPIROX;MICOLAMINA;10 MG/ML SOL SPR DERM CT FR SPR PLAS PEAD OPC X 50 ML 
CICLOPIROX;FUNGIROX;80 MG/G ESMALTE P/UNHAS CT FR VD INC X 6 G
CICLOPIROX;FUNGIROX;80 MG/G ESM CT FR VD TRANS PINC X 6 G + 2 FR PLAS X 20 ML + 24 LIXAS
CICLOPIROX;FUNGIROX;10 MG/G CREM CT BG AL X 20G
CICLOPIROX;CICLOPIROX OLAMINA;10 MG/ML SOL TOP CT FR PLAS X 15 ML
CICLOPIROX;CICLOPIROX OLAMINA;10 MG/G CREM DERM CT BG AL X 20 G 
CICLOPIROX OLAMINA;MICOLAMINA;10 MG/G CREM DERM CT BG AL X 20 G
CICLOPIROX OLAMINA;MUPIROX;10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML
CICLOPIROX OLAMINA;CICLOPIROX OLAMINA;10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML
CICLOPIROX OLAMINA;CICLOPIROX- OLAMINA;10 MG/G CREM DERM CT BG AL X 20 G 
CICLOPIROX OLAMINA;FUNGIROX;10 MG/G CREM DERM CT BG AL X 20 G
CICLOPIROX OLAMINA;FUNGIROX;10 MG/ML SOL TOP CT FR PLAS CGT X 15 ML 
CICLOPIROX OLAMINA;CICLOPIROX OLAMINA;10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML
CICLOPIROX OLAMINA;CICLOPIROX OLAMINA;10 MG/G CREM DERM CT BG AL X 20 G
CICLOPIROX OLAMINA;CICLOPIROX OLAMINA;10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML
CICLOPIROX OLAMINA;CICLOPIROX OLAMINA;10 MG/ML SOL DERM CT FR GOT PLAS PE TRANS X 15 ML 
CICLOPIROX OLAMINA;CICLOPIROX OLAMINA;10 MG/G CREM DERM CT BG AL X 20G
CICLOPIROX OLAMINA;LOPROX;10 MG/G CREM DERM CT BG AL X 20 G
CICLOPIROX OLAMINA;LOPROX;10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML 
CICLOSPORINA;CICLOSPORINA;25 MG CAP MOLE CT BL AL AL X 50
CICLOSPORINA;CICLOSPORINA;50 MG CAP MOLE CT BL AL AL X 50
CICLOSPORINA;CICLOSPORINA;100 MG CAP MOLE CT BL AL AL X 50
CICLOSPORINA;CICLOSPORINA;100 MG/ML SOL OR CT FR VD TRANS X 50 ML + SER DOS
CICLOSPORINA;SANDIMMUN;50 MG/ML SOL DIL INFUS IV CT 10 AMP VD TRANS X 1 ML
CICLOSPORINA;SANDIMMUN;50 MG/ML SOL DIL INFUS IV CT 10 AMP VD TRANS X 5 ML
CICLOSPORINA;SANDIMMUN;25 MG CAP MOLE CT BL AL AL X 50
CICLOSPORINA;SANDIMMUN;50 MG CAP MOLE CT BL AL AL X 50
CICLOSPORINA;SANDIMMUN;100 MG CAP MOLE CT BL AL AL X 50
CICLOSPORINA;SANDIMMUN;100 MG/ML SOL OR CT FR VD TRANS X 50 ML + SER DOS
CICLOSPORINA;SANDIMMUN;100 MG/ML SOL OR CT FR VD TRANS X 50 ML + 2 SER DOS
CICLOSPORINA;RESTASIS;0.5 MG/G EMUL OCU CT CAMA PLAS 30 FLAC PLAS INC X 0.4 ML 
CICLOSPORINA;SIGMASPORIN MICRORAL;100 MG/ML SOL OR CT FR VD AMB X 50 ML
CICLOSPORINA;CICLOSPORINA;25 MG CAP MOLE CT BL AL/AL X 50
CICLOSPORINA;CICLOSPORINA;50 MG CAP  MOLE CT BL AL/AL X 50
CICLOSPORINA;CICLOSPORINA;100 MG CAP MOLE CT BL AL/AL X 50
CICLOSPORINA;SIGMASPORIN MICRORAL;25 MG CAP MOLE CT BL AL/AL X 50
CICLOSPORINA;SIGMASPORIN MICRORAL;50 MG CAP  MOLE CT BL AL/AL X 50
CICLOSPORINA;SIGMASPORIN MICRORAL;100 MG CAP MOLE CT BL AL/AL X 50
CICLOSPORINA;SIGMASPORIN MICRORAL;25 MG CAP MOLE CT BL AL/AL X 20
CICLOSPORINA;SIGMASPORIN MICRORAL;50 MG CAP MOLE CT BL AL/AL X 20
CICLOSPORINA;SIGMASPORIN MICRORAL;100 MG CAP MOLE CT BL AL/AL X 20
CICLOSPORINA;SIGMASPORIN MICRORAL;25 MG CAP MOLE CT BL AL/AL X 30
CICLOSPORINA;SIGMASPORIN MICRORAL;50 MG CAP MOLE CT BL AL/AL X 30
CICLOSPORINA;SIGMASPORIN MICRORAL;100 MG CAP MOLE CT BL AL/AL X 30
CICLOSSILICATO DE ZIRCÔNIO SÓDICO HIDRATADO;LOKELMA;5 G PO SUS OR CT ENV AL PLAS PET/PEBDL OPC X 3
CICLOSSILICATO DE ZIRCÔNIO SÓDICO HIDRATADO;LOKELMA;5 G PO SUS OR CT ENV AL PLAS PET/PEBDL OPC X 30
"CILASTATINA SÓDICA;IMIPENÉM MONOIDRATADO";TIEPEM;500 MG + 500 MG PO SOL INJ IV CT 10 FA VD TRANS
"CILASTATINA SÓDICA;IMIPENÉM MONOIDRATADO";IMIPENEM + CILASTATINA;500 MG + 500 MG PO INJ IV CX 25 FA VD TRANS
"CILASTATINA SÓDICA;IMIPENÉM MONOIDRATADO";IMICIL;(500.0+500.0) MG PO INJ IV CT FA VD AMB
"CILASTATINA SÓDICA;IMIPENÉM MONOIDRATADO";IMIPENEM + CILASTATINA SÓDICA;(500 + 500) MG PO SOL INFUS IV CT 10 FA VD TRANS
"CILASTATINA SÓDICA;IMIPENÉM MONOIDRATADO";IMIPENEM + CILASTATINA;500 MG + 500 MG PO SOL INJ CX 10 FA VD TRANS X 20 ML
"CILASTATINA SÓDICA;IMIPENÉM MONOIDRATADO";IMIPENEM + CILASTATINA;500 MG + 500 MG PO SOL INJ CT FA VD TRANS X 20 ML + BOLS PLAS TRANS SIST FECH X 100 ML
"CILASTATINA SÓDICA;IMIPENÉM MONOIDRATADO";IMIPENEM + CILASTATINA;500 MG + 500 MG PO SOL INJ CX 10 FA VD TRANS X 20 ML + 10 BOLS PLAS TRANS SIST FECH X 100 ML
CILOSTAZOL;CEBRALAT;50 MG COM CT BL AL PLAS TRANS X 30
CILOSTAZOL;CEBRALAT;50 MG COM CT BL AL PLAS TRANS X 60
CILOSTAZOL;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 15
CILOSTAZOL;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 30
CILOSTAZOL;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 60
CILOSTAZOL;CEBRALAT;50 MG COM CT BL AL PLAS TRANS X 120
CILOSTAZOL;CEBRALAT;100 MG COM CT BL AL PLAS TRANS X 120
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVC/PVDC TRANS X 60
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVC/PVDC TRANS X 60
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 8
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 15
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 60
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 8
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 15
CILOSTAZOL;CILOSTAZOL;100 MG COM GT BL AL PLAS PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 60
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS TRANS X 60
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS TRANS X 30
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS TRANS X 60
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS TRANS X 30
CILOSTAZOL;VASOGARD;50 MG COM CT BL AL PLAS TRANS X 60
CILOSTAZOL;VASOGARD;100 MG COM CT BL AL PLAS TRANS X 30
CILOSTAZOL;VASOGARD;100 MG COM CT BL AL PLAS TRANS X 60
CILOSTAZOL;VASOGARD;50 MG COM CT BL AL PLAS TRANS X 30
CILOSTAZOL;VASOGARD;50 MG COM CT BL AL PLAS TRANS X 7
CILOSTAZOL;VASOGARD;100 MG COM CT BL AL PLAS TRANS X 7
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 8
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 15
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 60
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 8
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 15
CILOSTAZOL;CILOSTAZOL;100 MG COM GT BL AL PLAS PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 60
CILOSTAZOL;CLAUDIC;50 MG COM CT  BL AL PLAS TRANS X 30
CILOSTAZOL;CLAUDIC;100 MG COM CT  BL AL PLAS TRANS X 30
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 8
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 15
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;50 MG COM CT BL AL PLAS PVDC TRANS X 60
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 8
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 15
CILOSTAZOL;CILOSTAZOL;100 MG COM GT BL AL PLAS PVDC TRANS X 30
CILOSTAZOL;CILOSTAZOL;100 MG COM CT BL AL PLAS PVDC TRANS X 60
CILTACABTAGENO AUTOLEUCEL;CARVYKTI®;MÁX DE 1 X 10E8 CEL CAR-T X 1 BOLS INF X 30 ML OU 70 ML
CIMETIDINA;CIMETIDINA;150 MG/ML SOL INJ CT 120 AMP VD TRANS X 2 ML
CIMETIDINA;CIMETIDINA;200 MG COM CT  BL AL PLAS LAR X 10
CIMETIDINA;CIMETIDINA;200 MG COM CT  BL AL PLAS LAR X 20
CIMETIDINA;CIMETIDINA;400 MG COM CT  BL AL PLAS LAR X 16
CIMETIDINA;HYCIMET;150 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML  
CIMETIDINA;CIMETIDINA;200 MG COM REV CT BL AL PLAS TRANS X 20
CIMETIDINA;CIMETIDINA;200 MG COM REV CT BL AL PLAS TRANS X 600
CIMETIDINA;CIMETIDINA;200 MG COM CT BL AL PLAS TRANS X 10 
CIMETIDINA;CIMETIDINA;400 MG COM CT BL AL PLAS TRANS X 16
CIMETIDINA;ULCINAX;200 MG COM CT BL AL PLAS INC X 20 
CIMETIDINA;ULCINAX;400 MG COM CT BL AL PLAS INC X 16
CINARIZINA;STUGERON;25 MG COM CT BL AL PLAS TRANS X 30
CINARIZINA;STUGERON;75 MG COM CT BL AL PLAS TRANS X 30
CINARIZINA;CINARIZINA;25 MG COM CT BL AL PLAS TRANS X 30
CINARIZINA;CINARIZINA;75 MG COM CT BL AL PLAS TRANS X 30 
CINARIZINA;CINARIZINA;25 MG COM CT BL AL PLAS TRANS X 500
CINARIZINA;CINARIZINA;25 MG COM CT BL AL PLAS TRANS X 1000
CINARIZINA;CINARIZINA;75 MG COM CT BL AL PLAS TRANS X 500
CINARIZINA;CINARIZINA;75 MG COM CT BL AL PLAS TRANS X 1000
CINARIZINA;FLUXON;25 MG COM CT BL AL PLAS INC X 30
CINARIZINA;FLUXON;75 MG COM CT  BL AL PLAS INC X 30
CINARIZINA;FLUXON;25 MG COM CT BL AL PLAS TRANS X 30
CINARIZINA;FLUXON;75 MG COM CT BL AL PLAS TRANS X 30 
CINCHONA CALISAYA WEDD.;INGLESA SOBRAL;0.05 ML/ML SOL OR FR PLAS AMB X 430 ML + CP 15 ML
CIPIONATO DE TESTOSTERONA;DEPOSTERON;100 MG/ML SOL INJ CX 3 AMP VD AMB X 2 ML
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS PVC TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS PVC TRANS X 30 
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS PVC TRANS X 30 
CIPROFIBRATO;LIPFITE;100 MG COM CT BL AL PLAS PVC TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS PVC TRANS X 30
CIPROFIBRATO;CIPROLIP;100 MG COM CT BL AL PLAS PVC TRANS X 30 
CIPROFIBRATO;RAVUMA;100 MG COM CT BL AL PLAS TRANS X 10
CIPROFIBRATO;RAVUMA;100 MG COM CT BL AL PLAS TRANS X 30 
CIPROFIBRATO;CIPIDE;100 MG COM CT BL AL PLAS TRANS X 10
CIPROFIBRATO;CIPIDE;100 MG COM CT BL AL PLAS TRANS X 30 
CIPROFIBRATO;CIPIDE;100 MG COM CT BL AL PLAS TRANS X 60
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 60
CIPROFIBRATO;LIPLESS;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;LIPLESS;100 MG COM CT BL AL PLAS TRANS X 500
CIPROFIBRATO;LIPLESS;100 MG COM CT BL AL PLAS TRANS X 60
CIPROFIBRATO;LIPLESS;100 MG COM CT BL AL PLAS TRANS X 90
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 60
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS PVC TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS PVC TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CX BL AL PLAS PVC TRANS X 500
CIPROFIBRATO;LIPNEO;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS INC X 30
CIPROFIBRATO;LIPNEO;100 MG COM CT BL AL PLAS INC X 30
CIPROFIBRATO;CIBRATO;100 MG COM CT BL AL PLAS INC X 30
CIPROFIBRATO;OROXADIN;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 30
CIPROFIBRATO;CIPROFIBRATO;100 MG COM CT BL AL PLAS TRANS X 60
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ CX FR PLAS PE TRANS SIST FECH X 100 ML
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ CX 24 FR PLAS PE TRANS SIST FECH X 100 ML
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ CX 50 FR PLAS PE TRANS SIST FECH X 100 ML
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ CX 80 FR PLAS PE TRANS SIST FECH X 100 ML
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ IV CX BOLS PLAS POLF TRANS SIST FECH X 100 ML
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ CX FR PLAS TRANS SIST FECH X 200 ML
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ IV CX 80 BOLS PLAS TRANS SIST FECH X 100 ML
CIPROFLOXACINO;CIPROFLOXACINO;2.0 MG/ML SOL INJ CX 48 FR PLAS TRANS SIST FECH X 200 ML
CIPROFLOXACINO;FRESOFLOX;2.0 MG/ML SOL INJ IV CX BOLS PLAS POLF TRANS SIST FECH X 100 ML
CIPROFLOXACINO;FRESOFLOX;2.0 MG/ML SOL INJ CX FR PLAS TRANS SIST FECH X 200 ML
CIPROFLOXACINO;FRESOFLOX;2.0 MG/ML SOL INJ CX FR PLAS PE TRANS SIST FECH X 100 ML 
CIPROFLOXACINO;CIPROFLOXACINO;2 MG/ML SOL INFUS IV CX 14 ENVOL PET BOLS PLAS PP TRANS SIST FECH X 100 ML
CIPROFLOXACINO;CIPROFLOXACINO;2 MG/ML SOL INFUS IV CX 14 ENVOL PET BOLS PLAS PP TRANS SIST FECH X 200 ML
CIPROFLOXACINO;HIFLOXAN;2 MG/ML SOL INJ IV ENV PLAS BOLS PVC TRANS SIST FECH X 100 ML
CIPROFLOXACINO;HIFLOXAN;2 MG/ML SOL INJ IV ENV PLAS BOLS PVC TRANS SIST FECH X 200 ML
CIPROFLOXACINO;HIFLOXAN;2 MG/ML SOL INFUS IV CX 60 ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 100ML
CIPROFLOXACINO;HIFLOXAN;2 MG/ML SOL INFUS IV CX 36 ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 200ML
